customer_code,customer_name,customer_type,channel,store_code,store_name,city,province,source_system,load_timestamp,batch_id
CUST-514738,Mcebisi Ndondakusuka,Bulk,Online,SHOP,Shoprite,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-281894,Bhuti Siyabonga Malembe,Retail,In-Store,USV,Usave,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-904859,Baba Mlungisi Luthuli,Wholesale,Online,CHK,Checkers,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-546342,Amahle Bhejelibomvu,Retail,Online,CHK,Checkers,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-970437,Langalibalele Gamede,Bulk,Online,C60,Checkers Sixty60,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-246519,Mnumzane Bandile Ndandali,Retail,In-Store,C60,Checkers Sixty60,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-335013,Nomcebo Dlamdaka,Wholesale,Online,USV,Usave,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-872899,Bhuti Sibusiso Khanyile,Retail,In-Store,USV,Usave,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-553857,Mandla Xulu,Wholesale,Online,C60,Checkers Sixty60,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-383886,Minenhle Nyandeni,Retail,In-Store,USV,Usave,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-783747,Mnumzane Lungile Mpumuza,Retail,Online,USV,Usave,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-232625,Vusumuzi Phewa,Bulk,Online,C60,Checkers Sixty60,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-934150,Baba Mcebisi Gininda,Wholesale,In-Store,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-648260,Njabulo Siyaya,Retail,In-Store,C60,Checkers Sixty60,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-746920,Musa Masina,Bulk,In-Store,CHK,Checkers,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-382552,Nomvula Madide,Bulk,In-Store,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-573128,Zenzile Mkhabela,Bulk,Online,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-903827,Thandeka Khathide,Retail,In-Store,CHK,Checkers,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-785098,Busisiwe Shoba,Retail,Online,C60,Checkers Sixty60,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-279630,Bhekisisa Nyanda,Wholesale,Online,SHOP,Shoprite,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-703322,Mzamo Shozi-Gule,Retail,In-Store,CHK,Checkers,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-771208,Sihawukele Mwandla,Bulk,In-Store,CHK,Checkers,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-614034,Mr. Mandla Masilela,Wholesale,Online,C60,Checkers Sixty60,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-288077,Nomathalente Mbanjwa-Ngonini,Wholesale,Online,CHK,Checkers,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-527865,Nozibusiso Ngonini,Wholesale,Online,C60,Checkers Sixty60,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-217067,SimphiweyiNkosi Mathula,Wholesale,In-Store,SHOP,Shoprite,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-833922,Mzamo Gazu,Wholesale,Online,USV,Usave,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-993352,Mlungisi Nhlapho,Bulk,In-Store,SHOP,Shoprite,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-394551,Zenzele Bhejelibomvu,Wholesale,Online,SHOP,Shoprite,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-128095,Thandazile Maluleka-Mbamali,Bulk,Online,SHOP,Shoprite,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-609579,Sibonelo Nyembezi,Wholesale,Online,CHK,Checkers,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-431715,Jabulani Gubeshe,Bulk,Online,CHK,Checkers,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-203178,Jabulani Nowanqa,Retail,Online,C60,Checkers Sixty60,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-813646,Dr. Nhlanhla Ngonini,Bulk,In-Store,CHK,Checkers,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-593878,Owethu Dinwa,Retail,In-Store,USV,Usave,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-203841,Nkosazana Thabisa Ndlondlo,Wholesale,In-Store,USV,Usave,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-678654,Olwethu Ntenga,Wholesale,In-Store,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-393748,Miss Silondile Ayanda,Wholesale,Online,SHOP,Shoprite,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-966180,Thembekile Gubeshe,Bulk,Online,CHK,Checkers,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-443929,Nkosazana Sithembiso Onjengenyamazane,Wholesale,In-Store,C60,Checkers Sixty60,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-892499,Mzamo Mabhena-Bele,Retail,In-Store,SHOP,Shoprite,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-906775,Thabani Mbekwa-Ndlanzi,Retail,In-Store,CHK,Checkers,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-960193,Thandeka Fihlela,Wholesale,In-Store,USV,Usave,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-146202,Nomcebo Msane,Retail,In-Store,C60,Checkers Sixty60,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-242146,Nkosazana Thandeka Mathaba,Bulk,In-Store,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-241997,Thabisa Langa,Bulk,Online,USV,Usave,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-262978,Minenhle Hlophe-Makhedama,Bulk,In-Store,USV,Usave,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-136605,SimphiweyiNkosi Mamba,Wholesale,Online,CHK,Checkers,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-242188,Zenzile Mpanza,Bulk,Online,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-362898,Ms. Dumisile Msane,Retail,Online,CHK,Checkers,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-968427,Mcebisi Gedeza-Mzila,Bulk,In-Store,SHOP,Shoprite,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-219052,Nomathalente Mabhoko,Wholesale,In-Store,C60,Checkers Sixty60,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-159943,Jabulani Khaba,Bulk,Online,SHOP,Shoprite,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-822084,Mr. Nhlanhla Khambule,Retail,In-Store,SHOP,Shoprite,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-979159,Thabani Shangase,Retail,In-Store,USV,Usave,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-475848,Langalibalele Wanda-Bukhosini,Bulk,In-Store,USV,Usave,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-880834,Ms. Gugu Mbonane,Wholesale,Online,C60,Checkers Sixty60,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-525369,Mthokozisi Ngwenya,Wholesale,Online,C60,Checkers Sixty60,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-774055,Nkosikazi Zibuyile Madlanduna,Bulk,Online,USV,Usave,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-766381,Dr. Nkazimulo Nkwali,Bulk,Online,C60,Checkers Sixty60,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-688367,Mama Nqobizitha Nandisa,Retail,In-Store,C60,Checkers Sixty60,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-429030,Lwandile Myeni,Bulk,Online,SHOP,Shoprite,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-650752,Nhlanhla Ndondakusuka,Bulk,In-Store,C60,Checkers Sixty60,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-684081,Nhlanhla Mathebela,Bulk,In-Store,C60,Checkers Sixty60,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-161950,Mama Nokulunga Khathi,Wholesale,In-Store,SHOP,Shoprite,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-220766,Dr. Nomathemba Mahlalela,Bulk,In-Store,USV,Usave,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-473445,Mnumzane Lungile Nyawose,Wholesale,In-Store,CHK,Checkers,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-970087,Bhuti Zenzele Thwala,Bulk,In-Store,CHK,Checkers,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-307574,Bhuti Minenhle Mabhena,Retail,Online,C60,Checkers Sixty60,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-357418,Vusumuzi Mtumaseli,Bulk,In-Store,SHOP,Shoprite,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-815514,Miss Thandeka Sithenjwa,Retail,In-Store,USV,Usave,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-529544,Sibusiso Ncwane,Retail,Online,CHK,Checkers,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-499081,Busisiwe Mangcamane,Retail,Online,USV,Usave,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-779636,Bhuti Luyanda Dindi,Wholesale,Online,CHK,Checkers,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-194037,Nothando Manzini,Wholesale,Online,CHK,Checkers,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-366160,Musa Ncala,Bulk,In-Store,C60,Checkers Sixty60,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-978469,Sibusiso Mazibuko,Wholesale,In-Store,USV,Usave,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-573145,Dr. Sandile Msamkhulu,Bulk,In-Store,SHOP,Shoprite,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-803674,Jabulani Maduna,Retail,In-Store,C60,Checkers Sixty60,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-474089,Bhekani Gwacela,Bulk,Online,SHOP,Shoprite,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-863864,Nobuhle Msane,Retail,Online,C60,Checkers Sixty60,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-518756,Nobantu Masilela-Nyembezi,Wholesale,In-Store,CHK,Checkers,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-307974,Mr. S'fiso Mbatha,Bulk,Online,USV,Usave,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-965978,Owethu Gcaba,Wholesale,In-Store,SHOP,Shoprite,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-452332,Mama Zakhele Mzila,Bulk,In-Store,USV,Usave,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-141437,Noxolo Ngcemu,Bulk,Online,CHK,Checkers,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-612162,Baba Mandlakhe Makhaza,Retail,In-Store,CHK,Checkers,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-776489,Zinhle Simelane,Retail,In-Store,USV,Usave,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-658573,Khanyisile Dindela,Retail,In-Store,CHK,Checkers,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-849485,Bhekokwakhe Khuzwayo,Retail,Online,CHK,Checkers,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-922796,Gugu Mnqayi,Bulk,Online,C60,Checkers Sixty60,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-981975,Dr. Sibonelo Mhlongwane,Bulk,Online,C60,Checkers Sixty60,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-925095,SimphiweyiNkosi Phethela,Bulk,Online,USV,Usave,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-249666,Dr. Nonjabulo Mlangeni,Retail,Online,C60,Checkers Sixty60,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-523443,Mthokozisi Vilakazi,Retail,Online,SHOP,Shoprite,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-123737,Mlungisi Mngadi-Mpikela,Bulk,In-Store,SHOP,Shoprite,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-292982,Thando Mashimane,Retail,In-Store,CHK,Checkers,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-188938,Mnqobi Bikelwayo,Bulk,In-Store,USV,Usave,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-153610,Nomvula Mzoneli,Bulk,Online,SHOP,Shoprite,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-842968,Thabisile Shinga,Bulk,In-Store,C60,Checkers Sixty60,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-567153,Sibonelo Dindi,Retail,Online,CHK,Checkers,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-311335,Nomathemba Khanyile,Retail,Online,CHK,Checkers,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-608956,Nhlanhla Mthonti,Bulk,Online,SHOP,Shoprite,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-203795,Mthokozisi Msokazi-Gcaleka,Bulk,In-Store,SHOP,Shoprite,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-662728,Bhekani Bhedleni-Khambule,Bulk,Online,C60,Checkers Sixty60,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-224249,Dade Bhekizizwe Andile,Wholesale,Online,SHOP,Shoprite,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-630408,Siyabonga Makhedama,Bulk,In-Store,CHK,Checkers,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-903311,Noxolo Swazi,Bulk,Online,C60,Checkers Sixty60,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-453835,Mrs. Dumisile Mzukase,Bulk,Online,CHK,Checkers,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-250817,Sibonelo Shinga,Retail,Online,CHK,Checkers,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-250448,Sphiwe Ngcemu,Wholesale,In-Store,USV,Usave,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-809594,Nkosazana Amahle Mnikathi,Retail,In-Store,USV,Usave,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-362696,Bhekani Mathula,Bulk,Online,SHOP,Shoprite,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-102806,Mlungisi Mhlangu-Dlodlo,Retail,Online,CHK,Checkers,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-778166,Bhuti Mcebisi Mnquhe,Bulk,In-Store,USV,Usave,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-364859,Nkosazana Dumisani Sibisi,Wholesale,Online,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-757813,Sibusiso Mawewe-Makhoba,Retail,Online,C60,Checkers Sixty60,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-106797,Sibusisiwe Dikane,Retail,In-Store,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-458979,Bhekokwakhe Gwala,Wholesale,Online,CHK,Checkers,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-677339,Nomthandazo Fakude,Retail,Online,CHK,Checkers,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-208779,Siyabonga Nzama-Dlakela,Wholesale,In-Store,SHOP,Shoprite,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-610709,Bhekizizwe Luvuno,Retail,Online,CHK,Checkers,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-584580,Ms. Zakhele Ntsele,Bulk,Online,USV,Usave,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-227056,Dumisile Mzukase,Retail,In-Store,SHOP,Shoprite,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-870897,Baba Mzamo Thembela,Retail,In-Store,USV,Usave,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-672080,Nhlanhla Dimbane-Nene,Retail,In-Store,USV,Usave,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-145502,Sibusiso Sokhwebula,Wholesale,In-Store,SHOP,Shoprite,Tembisa,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-688636,Londisizwe Manzezulu-Mhlanga,Wholesale,In-Store,CHK,Checkers,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-202373,Mama Khanyisile Mtolo,Retail,Online,CHK,Checkers,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-567535,Thuthukile Mbuli,Retail,In-Store,USV,Usave,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-659007,Jabulani Gxabhashe-Mashaba,Bulk,Online,CHK,Checkers,Bloemfontein,Free State,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-456601,Simphiwe Nyawose,Wholesale,In-Store,CHK,Checkers,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-882210,Ms. Nomthandazo Sibalukhulu,Bulk,Online,CHK,Checkers,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-216684,Vusumuzi Gobhozi,Wholesale,In-Store,C60,Checkers Sixty60,Kimberley,Northern Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-751121,Mlungisi Gcwensa,Bulk,In-Store,C60,Checkers Sixty60,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-840756,Mthokozisi Njinji-Nsibande,Bulk,Online,CHK,Checkers,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-514701,Mzamo Mcambe,Bulk,In-Store,SHOP,Shoprite,Rustenburg,North West,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-907486,Zibuyile Mthethwa-Thabethe,Bulk,In-Store,SHOP,Shoprite,Pretoria,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-700223,Nozibusiso Nyambose,Wholesale,In-Store,SHOP,Shoprite,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-636730,Nqobizitha Mcwaye-Nkomose,Wholesale,Online,USV,Usave,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-553945,Thalente Thwala,Bulk,Online,SHOP,Shoprite,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-635004,Dumisile Nxumalo-Sengwayo,Wholesale,Online,USV,Usave,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-463280,Mnumzane Andile Nonyana,Retail,Online,C60,Checkers Sixty60,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-261186,Mrs. Gugulethu Mpofana,Retail,In-Store,USV,Usave,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-196259,Owethu Bhejelibomvu,Wholesale,In-Store,SHOP,Shoprite,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-681731,Nothando Mdlalose,Retail,In-Store,C60,Checkers Sixty60,Durban,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-432461,Mlungisi Masuku,Bulk,Online,C60,Checkers Sixty60,Johannesburg,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-237857,Jabulani Shandu-Mzulwini,Wholesale,In-Store,USV,Usave,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-619623,Nhlanhla Gule-Gabhezi,Retail,In-Store,C60,Checkers Sixty60,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-897834,Bhuti Andile Mzilankatha,Bulk,Online,USV,Usave,Pietermaritzburg,KwaZulu-Natal,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-874500,Mnumzane Sibusiso Silangwe,Wholesale,Online,SHOP,Shoprite,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-136351,Nobantu Mnquhe,Retail,In-Store,USV,Usave,Polokwane,Limpopo,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-403031,Sithembiso Gumede,Wholesale,In-Store,C60,Checkers Sixty60,Cape Town,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-728732,Mnumzane Mcebisi Dumakude,Bulk,Online,USV,Usave,Mbombela,Mpumalanga,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-465344,Baba Sphiwe Khumalo,Wholesale,Online,CHK,Checkers,Stellenbosch,Western Cape,CRM,2026-02-24 03:55:58,BATCH-20260224-01
CUST-322751,Langalibalele Hlumakazi,Bulk,In-Store,C60,Checkers Sixty60,Soweto,Gauteng,CRM,2026-02-24 03:55:58,BATCH-20260224-01
